age,gender,height_cm,weight_kg,activity_level,goal,diet_type,budget_rs,workout_time_min,daily_calories
27,1,175,58,5,2,2,225,24,1143.75
24,0,170,90,3,2,2,179,88,1442.5
27,0,177,45,3,1,1,282,40,1221.25
19,0,185,70,2,1,0,116,19,1561.25
19,0,189,69,1,0,1,269,82,1776.25
21,1,151,60,3,2,0,379,85,1043.75
18,1,158,59,3,1,1,313,64,1292.5
20,1,172,70,5,2,1,297,31,1280.0
26,0,164,91,5,0,2,106,25,1805.0
24,0,162,88,2,1,1,110,67,1572.5
24,1,172,60,2,2,0,111,64,1160.0
28,1,166,58,2,2,1,209,22,1082.5
21,0,151,73,5,0,1,232,76,1568.75
19,0,169,68,5,1,0,227,43,1441.25
21,1,169,91,1,2,2,247,58,1466.25
23,0,152,59,4,0,0,153,59,1425.0
28,0,161,63,4,2,0,178,43,1096.25
28,1,189,52,1,0,0,196,73,1566.25
20,0,151,78,4,2,1,348,29,1223.75
18,1,185,46,5,2,1,226,84,1131.25
29,0,163,71,4,0,0,129,58,1583.75
25,1,165,54,5,1,0,123,50,1251.25
29,0,168,79,1,0,2,300,71,1695.0
22,1,183,67,2,1,1,230,78,1508.75
22,1,155,93,1,2,1,221,52,1393.75
28,1,162,52,4,2,1,249,31,997.5
21,1,185,72,5,0,1,113,41,1776.25
23,0,171,67,4,0,0,128,31,1623.75
20,0,167,48,4,1,0,149,77,1223.75
26,1,161,58,2,1,2,339,25,1261.25
22,0,179,86,4,1,1,382,78,1668.75
20,0,189,73,2,0,1,255,53,1811.25
28,0,156,45,5,2,0,236,16,885.0
18,0,181,48,5,0,2,253,80,1521.25
27,0,168,76,2,2,0,180,68,1275.0
29,1,155,77,1,0,1,186,43,1598.75
23,1,169,93,5,0,1,363,59,1876.25
19,1,176,70,1,1,2,357,45,1510.0
20,1,186,61,5,2,0,284,63,1277.5
18,0,156,83,5,0,1,279,23,1715.0
26,0,154,67,3,0,1,285,41,1502.5
25,1,160,76,4,2,2,222,70,1240.0
29,0,164,59,4,0,1,195,59,1470.0
19,0,152,57,1,2,1,192,57,1025.0
29,1,154,46,4,1,0,102,36,1082.5
28,0,172,63,1,1,2,101,47,1365.0
25,1,186,68,5,2,2,247,41,1322.5
29,1,158,89,3,1,2,384,54,1537.5
26,0,164,68,3,2,0,244,40,1175.0
18,0,152,55,5,0,2,361,59,1410.0
22,1,178,66,2,0,1,161,59,1667.5
25,1,155,59,2,2,2,325,40,1038.75
28,0,166,54,4,0,1,130,84,1437.5
19,1,175,85,1,1,2,289,81,1653.75
21,1,170,71,3,0,2,367,20,1672.5
24,1,157,53,4,0,0,111,42,1396.25
20,0,170,72,5,2,2,290,81,1282.5
29,1,160,45,3,1,2,124,27,1110.0
22,0,187,61,1,0,0,190,77,1668.75
25,1,157,75,1,0,1,187,27,1611.25
29,0,173,88,2,2,2,373,15,1416.25
27,1,184,54,4,2,2,210,54,1160.0
20,0,163,81,5,1,1,179,51,1528.75
21,0,163,73,3,0,0,239,45,1643.75
26,0,159,62,1,2,2,313,31,1083.75
24,1,161,91,3,2,0,117,23,1401.25
18,1,187,82,5,2,1,153,78,1503.75
29,1,183,83,3,1,1,196,71,1633.75
21,0,159,93,4,2,0,382,27,1418.75
21,1,166,50,2,1,1,333,51,1237.5
26,0,166,84,3,1,1,339,28,1547.5
23,1,152,56,2,0,2,153,89,1400.0
26,0,180,58,5,0,0,186,39,1575.0
29,0,150,88,2,1,2,360,71,1472.5
23,0,161,54,3,0,0,335,85,1431.25
23,1,188,64,3,0,2,222,56,1705.0
22,1,153,59,1,2,1,153,56,1041.25
22,1,162,75,3,0,0,315,61,1657.5
19,0,183,51,2,1,0,296,58,1358.75
25,0,170,85,1,0,0,138,55,1787.5
25,1,171,54,3,2,0,327,17,1088.75
28,1,153,54,3,1,1,336,15,1161.25
18,1,167,92,5,0,1,231,25,1878.75
25,0,154,83,1,1,1,267,21,1467.5
22,0,168,72,5,0,2,136,26,1660.0
19,0,151,74,5,2,1,166,52,1188.75
19,0,161,81,5,0,2,210,68,1721.25
23,0,166,47,4,1,2,318,81,1192.5
28,1,159,94,5,1,1,308,67,1598.75
26,0,183,87,2,1,1,186,46,1683.75
18,0,155,59,3,0,1,278,59,1468.75
29,0,157,65,4,0,2,112,65,1486.25
23,0,160,81,5,0,0,399,51,1695.0
26,0,161,56,3,2,1,224,73,1036.25
25,1,158,48,1,2,2,332,68,947.5
28,0,151,91,1,2,2,350,32,1313.75
23,0,157,53,3,1,1,225,15,1196.25
20,0,160,83,2,1,2,334,35,1530.0
25,1,185,86,3,1,1,237,42,1696.25
26,1,159,72,3,1,2,148,30,1388.75
18,1,170,67,4,1,0,285,62,1447.5
29,0,169,89,1,0,2,304,42,1801.25
26,1,157,84,1,1,1,177,36,1496.25
23,0,185,88,5,0,0,293,15,1921.25
23,0,178,66,3,2,1,202,56,1257.5
29,1,161,68,3,2,2,204,84,1146.25
21,0,163,70,2,2,0,386,17,1213.75
18,0,170,74,1,2,0,310,58,1312.5
27,0,171,77,2,2,2,349,41,1303.75
25,1,170,60,4,1,0,392,65,1342.5
19,0,179,66,5,1,0,300,38,1483.75
29,0,188,93,2,1,0,123,34,1760.0
18,1,169,94,1,2,1,399,46,1511.25
19,0,173,87,4,2,1,182,27,1456.25
18,0,172,62,3,0,0,396,57,1605.0
18,1,156,51,4,1,2,278,34,1200.0
26,0,158,94,2,2,2,397,16,1397.5
18,0,150,70,1,2,1,305,82,1147.5
21,0,175,52,2,2,2,139,74,1108.75
27,0,187,50,3,0,0,212,18,1533.75
23,0,187,74,3,2,2,103,31,1393.75
24,1,171,83,1,0,1,207,15,1783.75
19,1,159,67,5,0,1,213,47,1573.75
23,1,155,76,4,1,0,266,44,1418.75
24,1,166,66,4,2,1,360,19,1182.5
27,0,187,86,3,0,1,205,26,1893.75
27,0,173,87,2,2,1,323,46,1416.25
19,0,159,89,2,1,2,361,52,1588.75
19,0,157,53,5,1,1,350,31,1216.25
27,0,170,75,2,0,2,113,72,1677.5
24,1,155,51,4,1,1,297,54,1163.75
29,1,170,53,2,1,1,225,38,1252.5
18,0,188,57,5,1,2,305,26,1455.0
25,0,173,47,4,2,2,239,33,1026.25
28,0,182,79,2,2,0,161,43,1387.5
20,1,167,77,4,0,0,382,66,1718.75
28,0,177,65,3,0,2,153,31,1616.25
23,0,181,75,3,1,1,111,87,1566.25
26,0,161,78,3,1,0,235,35,1456.25
23,1,176,76,2,0,2,243,74,1750.0
26,0,159,79,5,1,2,381,89,1453.75
24,1,181,59,4,0,1,235,34,1606.25
26,1,175,76,1,2,2,320,67,1328.75
19,1,174,50,3,1,0,308,77,1297.5
29,1,160,89,3,1,1,222,71,1550.0
25,1,172,65,1,1,2,215,43,1405.0
25,1,183,77,1,2,2,256,15,1393.75
19,0,189,76,2,2,1,369,73,1446.25
29,0,172,63,4,1,1,116,78,1360.0
21,0,178,77,3,0,1,368,86,1777.5
28,1,180,72,5,2,0,318,85,1310.0
24,0,156,75,2,1,0,337,58,1405.0
28,1,189,65,2,1,2,132,62,1496.25
21,1,182,78,5,2,2,384,89,1417.5
21,1,170,59,5,0,1,136,29,1552.5
23,0,151,58,5,1,2,202,49,1208.75
27,1,167,63,1,0,2,310,37,1543.75
23,1,182,87,3,0,1,379,67,1897.5
27,0,186,59,1,2,0,241,59,1217.5
20,0,183,50,3,1,0,338,27,1343.75
26,1,169,53,1,1,0,328,48,1261.25
29,1,184,81,4,0,2,232,52,1820.0
27,0,167,64,3,2,1,224,84,1148.75
28,0,173,78,2,2,0,152,82,1321.25
19,0,157,82,3,2,2,187,19,1306.25
23,1,179,70,3,0,1,197,54,1708.75
29,0,159,62,3,0,0,194,84,1468.75
24,0,172,72,4,1,0,287,35,1475.0
29,0,160,53,1,2,1,355,42,985.0
26,1,151,76,2,0,2,172,17,1578.75
20,0,175,50,1,2,2,381,37,1093.75
27,0,185,58,1,0,0,117,86,1601.25
20,0,182,72,5,1,1,263,33,1557.5
24,0,162,68,4,2,2,245,89,1172.5
21,0,189,57,5,0,1,352,64,1646.25
25,1,174,87,4,2,1,259,88,1437.5
24,1,153,56,1,0,0,148,72,1401.25
22,1,168,63,1,0,1,275,34,1575.0
24,0,167,65,4,0,1,164,86,1573.75
20,1,186,71,1,2,1,388,67,1377.5
29,1,179,63,1,0,2,149,23,1608.75
19,1,168,68,2,1,0,103,18,1440.0
23,0,172,70,5,2,0,218,55,1260.0
19,0,165,89,5,1,1,263,39,1626.25
20,1,150,72,5,1,1,322,48,1362.5
23,1,161,90,3,2,2,255,87,1396.25
22,0,173,62,2,0,0,361,23,1591.25
25,0,183,88,5,1,2,272,89,1698.75
26,1,157,80,5,2,0,122,27,1256.25
28,0,167,86,2,0,2,160,23,1763.75
20,1,154,73,1,2,1,233,18,1197.5
29,0,175,61,5,2,2,123,48,1158.75
27,1,179,48,1,2,1,392,21,1068.75
20,1,162,88,5,0,0,144,29,1797.5
20,0,168,89,4,1,0,278,52,1640.0
23,1,178,73,3,1,1,162,89,1532.5
18,1,152,48,5,2,0,128,66,945.0
24,1,175,54,4,2,2,195,21,1118.75
29,0,189,69,2,0,1,365,59,1726.25
18,0,161,75,4,2,0,390,73,1266.25
22,0,151,47,2,2,2,154,35,903.75
27,1,160,91,5,2,2,252,42,1380.0
25,0,177,46,2,1,0,318,17,1241.25
21,1,167,69,4,2,0,272,28,1233.75
22,1,162,93,3,1,2,195,16,1637.5
21,0,186,50,1,0,1,222,43,1557.5
29,0,171,70,1,0,0,111,32,1623.75
29,1,161,52,3,1,0,103,51,1186.25
21,1,151,79,1,1,1,166,59,1433.75
29,0,186,71,5,1,1,244,59,1527.5
25,0,156,69,5,1,0,164,38,1340.0
19,0,175,62,4,2,1,181,60,1218.75
18,1,175,45,4,1,2,204,26,1258.75
20,1,173,92,2,1,2,280,67,1706.25
26,1,161,83,4,1,2,204,59,1511.25
21,1,165,47,5,2,0,325,46,1001.25
27,1,172,48,4,2,1,127,32,1025.0
22,0,189,85,1,2,2,115,27,1521.25
19,0,158,81,2,0,1,376,18,1702.5
21,1,181,59,2,2,2,397,37,1221.25
19,1,164,52,5,1,1,153,76,1255.0
19,0,186,82,4,2,2,387,68,1487.5
21,0,162,94,1,2,2,213,88,1447.5
23,0,154,63,4,1,2,137,69,1277.5
24,0,160,91,3,2,2,329,83,1390.0
27,1,159,70,4,0,2,265,54,1563.75
20,0,162,83,5,2,2,281,28,1342.5
20,1,164,54,4,0,2,304,42,1470.0
27,0,156,82,2,0,2,344,86,1660.0
23,0,189,58,1,0,2,220,85,1646.25
29,0,177,93,5,1,1,358,81,1691.25
20,1,181,85,3,2,1,309,43,1486.25
19,1,184,63,1,0,0,395,75,1690.0
25,0,164,74,1,0,2,293,82,1640.0
22,1,185,49,2,2,1,167,23,1141.25
18,1,170,75,2,1,1,213,31,1527.5
20,0,155,51,2,1,1,319,63,1178.75
27,0,150,63,5,0,1,319,77,1432.5
25,1,153,75,4,1,1,317,60,1386.25
21,1,160,83,1,2,1,336,27,1330.0
24,1,175,68,4,1,0,397,59,1458.75
27,0,186,78,4,2,1,193,67,1407.5
29,0,172,67,2,0,0,352,31,1600.0
19,1,178,92,4,2,0,314,61,1542.5
24,0,170,89,1,0,2,357,76,1832.5
22,0,176,84,1,2,2,339,64,1430.0
22,1,188,50,3,2,2,313,57,1170.0
23,1,189,82,5,1,1,197,82,1691.25
26,0,162,85,4,2,2,115,89,1332.5
23,0,172,80,5,0,1,253,86,1760.0
29,1,165,71,5,2,1,115,42,1201.25
25,0,179,55,5,0,2,297,59,1543.75
24,0,153,49,5,0,2,207,55,1326.25
26,1,189,61,1,2,0,122,50,1266.25
21,1,165,51,4,1,0,141,47,1241.25
19,0,180,71,3,2,1,136,39,1340.0
24,0,174,91,5,2,1,264,33,1477.5
23,0,161,59,3,1,2,215,61,1281.25
18,1,175,90,1,0,2,249,47,1908.75
28,0,186,57,1,2,0,105,81,1192.5
26,0,182,55,2,1,2,131,28,1357.5
26,1,177,89,5,1,1,244,47,1671.25
29,1,158,70,2,0,2,393,56,1547.5
19,0,161,66,3,1,0,392,79,1371.25
20,1,154,72,4,0,1,276,61,1587.5
22,1,177,68,2,2,0,276,49,1281.25
22,0,184,73,1,1,0,160,46,1570.0
18,1,154,53,5,2,1,176,69,1007.5
25,1,183,86,3,1,0,185,68,1683.75
29,0,183,48,1,1,2,290,65,1278.75
25,1,162,93,4,2,2,106,73,1422.5
21,0,188,90,5,1,0,184,86,1770.0
24,0,163,62,4,2,2,361,28,1118.75
28,1,160,87,4,2,0,358,32,1335.0
27,1,187,60,5,0,2,146,69,1638.75
20,1,153,77,5,2,0,193,70,1231.25
23,0,182,73,4,0,2,323,63,1752.5
27,1,156,83,3,2,1,378,74,1275.0
27,0,157,54,5,1,1,102,67,1186.25
29,1,186,53,1,2,2,228,85,1152.5
26,1,159,75,2,1,0,348,20,1418.75
18,1,164,72,3,0,2,328,84,1660.0
22,0,187,47,5,1,0,230,22,1328.75
21,1,164,58,5,2,2,327,29,1105.0
25,1,154,69,3,1,2,276,40,1332.5
28,0,178,59,2,0,1,130,53,1562.5
29,0,168,46,4,1,0,165,17,1165.0
18,1,159,68,1,1,0,305,71,1388.75
26,1,161,58,5,2,0,200,24,1061.25
23,1,153,92,2,2,0,130,17,1366.25
21,0,180,51,1,1,0,290,60,1330.0
29,0,167,80,3,0,1,165,36,1698.75
26,0,165,94,5,1,2,334,81,1641.25
28,0,189,68,4,0,0,377,79,1721.25
22,1,185,71,3,0,0,301,33,1761.25
22,0,174,81,5,0,2,324,76,1787.5
29,0,172,82,2,1,1,182,71,1550.0
22,0,161,74,1,0,1,145,27,1636.25
18,1,183,71,1,1,1,188,30,1568.75
18,1,185,83,5,0,2,285,30,1901.25
25,0,186,59,3,0,2,288,66,1627.5
29,0,152,70,4,1,1,345,55,1305.0
25,1,158,45,2,2,1,145,62,917.5
29,1,167,48,5,2,2,356,53,983.75
23,1,184,73,2,1,1,160,27,1570.0
29,1,183,45,1,1,0,204,18,1253.75
28,1,163,87,4,2,2,113,57,1353.75
21,1,153,94,2,2,1,176,60,1396.25
19,1,178,90,5,2,0,329,61,1522.5
19,1,164,66,4,1,2,266,67,1395.0
26,0,177,55,3,0,2,165,39,1526.25
22,0,165,54,5,1,0,131,55,1261.25
21,0,161,61,2,2,2,195,17,1111.25
27,0,154,80,4,0,1,157,27,1627.5
18,0,183,91,5,1,2,203,32,1763.75
24,0,150,70,4,2,1,233,51,1117.5
20,1,188,92,4,1,0,316,57,1800.0
23,1,181,65,4,0,0,166,48,1671.25
22,0,175,57,2,2,2,277,69,1153.75
22,0,166,53,5,1,0,346,66,1257.5
28,1,176,55,1,0,0,393,50,1515.0
22,1,173,55,1,0,2,334,68,1526.25
18,1,184,50,2,1,1,230,73,1365.0
18,0,188,45,2,0,2,211,66,1535.0
20,1,175,50,4,2,2,153,33,1098.75
29,0,187,57,5,0,1,389,26,1593.75
27,0,172,66,5,1,1,338,25,1400.0
21,1,171,75,3,2,1,339,62,1318.75
22,1,153,66,3,0,2,394,30,1511.25
19,0,158,81,1,0,1,211,85,1702.5
25,1,153,91,3,2,0,187,61,1346.25
28,1,156,71,3,2,1,327,81,1150.0
28,0,172,94,1,0,0,389,45,1875.0
19,1,151,58,1,2,1,307,22,1033.75
26,0,173,91,3,1,0,373,75,1661.25
19,0,189,49,5,0,0,169,58,1576.25
26,1,180,80,3,1,0,319,64,1600.0
24,0,180,76,4,0,0,330,49,1765.0
25,0,189,78,4,1,0,389,75,1636.25
28,1,183,51,4,1,1,354,69,1318.75
19,1,173,86,2,2,2,241,80,1451.25
24,1,175,92,4,0,2,168,28,1898.75
29,0,165,54,5,2,2,188,18,1026.25
23,0,162,94,2,2,2,235,31,1437.5
21,1,164,61,2,0,2,242,83,1535.0
24,0,176,74,4,1,0,286,38,1520.0
21,1,153,65,3,0,1,110,63,1506.25
19,1,165,57,1,0,0,247,69,1511.25
27,0,179,45,3,0,1,391,85,1433.75
29,1,179,45,3,2,1,137,37,1028.75
24,0,185,91,2,0,1,307,26,1946.25
25,0,152,77,2,0,1,309,25,1595.0
19,1,171,82,2,0,2,100,89,1798.75
22,0,171,69,5,1,1,164,43,1448.75
18,1,161,70,5,1,1,100,76,1421.25
24,0,170,57,1,1,2,342,67,1312.5
25,0,153,72,2,1,0,124,62,1351.25
23,0,180,77,4,2,0,149,80,1380.0
22,1,180,81,2,2,0,340,62,1430.0
23,0,172,85,5,0,0,131,73,1810.0
19,1,169,74,2,2,1,132,85,1306.25
18,0,164,93,5,1,2,299,71,1665.0
24,0,172,92,2,0,2,333,17,1875.0
24,1,177,52,4,0,0,125,46,1511.25
27,1,165,93,1,1,2,141,22,1631.25
28,1,186,91,4,1,1,160,44,1737.5
27,1,170,45,5,1,0,140,29,1182.5
19,1,164,56,3,2,1,229,88,1095.0
19,0,166,49,4,0,1,297,69,1432.5
18,0,186,68,2,1,1,386,52,1552.5
27,1,162,50,1,0,1,250,29,1382.5
25,0,168,69,2,0,1,303,44,1615.0
25,0,179,45,2,2,0,281,60,1043.75
18,0,167,69,4,0,1,306,78,1643.75
29,1,163,45,1,1,0,246,40,1128.75
28,0,185,76,3,1,2,303,81,1576.25
25,0,185,86,2,0,1,147,50,1891.25
26,0,169,86,1,0,1,357,45,1786.25
21,1,168,47,3,2,2,238,54,1020.0
18,0,156,93,2,1,0,271,88,1615.0
18,0,153,63,1,1,1,200,87,1296.25
20,1,183,87,4,0,2,286,60,1918.75
22,1,151,73,2,0,2,393,56,1568.75
22,0,154,94,2,0,1,120,32,1792.5
26,0,159,46,1,1,0,397,50,1123.75
27,1,181,53,2,0,0,109,64,1531.25
29,1,162,61,3,2,1,286,75,1082.5
19,1,188,90,2,2,2,232,54,1585.0
19,1,154,80,5,0,1,132,17,1672.5
23,1,159,61,3,2,0,168,21,1093.75
26,1,159,93,1,2,2,179,45,1398.75
18,1,187,56,3,2,1,290,79,1243.75
26,0,176,64,5,2,2,200,78,1210.0
26,1,170,94,5,2,0,384,17,1477.5
26,1,157,47,2,1,0,320,49,1126.25
22,0,150,87,2,0,0,152,29,1697.5
26,1,177,94,4,2,1,259,35,1521.25
28,1,188,48,3,0,2,141,76,1520.0
21,0,163,61,4,2,1,146,42,1123.75
19,1,170,94,5,1,1,258,18,1712.5
23,0,179,81,2,1,1,283,27,1613.75
21,0,170,90,2,2,1,345,65,1457.5
23,0,158,86,2,2,2,110,62,1332.5
20,0,166,59,1,2,2,253,53,1127.5
23,1,154,77,5,1,1,319,81,1422.5
19,0,180,60,2,1,1,254,72,1430.0
19,0,189,55,5,0,0,382,16,1636.25
26,1,187,64,2,1,0,286,39,1483.75
24,0,168,82,3,2,2,161,25,1350.0
20,0,185,68,5,0,0,247,15,1736.25
28,0,182,60,4,1,2,243,62,1397.5
18,0,162,74,1,1,2,202,62,1462.5
25,1,163,78,4,2,2,399,24,1278.75
23,0,182,45,5,0,0,192,44,1472.5
24,1,178,68,2,1,0,385,49,1477.5
26,1,185,68,5,1,2,218,33,1511.25
22,0,159,53,1,2,2,128,67,1013.75
18,0,180,66,5,0,1,129,48,1695.0
29,0,155,56,2,0,2,387,46,1383.75
27,0,150,61,4,0,2,237,20,1412.5
24,1,156,69,3,0,1,150,27,1550.0
22,1,176,72,4,2,2,391,89,1315.0
20,1,170,59,2,1,2,333,78,1357.5
29,0,177,74,2,1,2,154,21,1501.25
26,1,165,71,1,0,1,391,59,1616.25
18,0,172,66,5,0,0,339,59,1645.0
18,0,169,54,5,0,2,135,79,1506.25
18,0,187,75,4,1,1,188,33,1628.75
20,0,174,71,3,1,2,311,61,1497.5
29,0,177,56,3,0,1,344,60,1521.25
23,1,154,90,1,2,2,186,43,1352.5
27,1,170,75,2,1,1,339,75,1482.5
28,0,167,76,1,1,0,287,79,1463.75
20,1,155,76,5,0,0,156,37,1633.75
25,0,178,85,2,2,0,212,65,1437.5
27,0,168,89,1,0,2,322,77,1805.0
19,0,182,79,4,0,1,169,36,1832.5
26,1,150,90,5,2,2,326,85,1312.5
20,0,152,65,3,2,2,355,47,1100.0
22,0,170,54,1,2,1,279,58,1092.5
27,1,184,60,5,1,2,283,21,1420.0
25,1,189,51,5,0,1,290,16,1571.25
19,1,152,48,3,1,1,331,31,1140.0
23,0,174,71,3,2,0,375,79,1282.5
29,0,187,69,3,1,0,332,72,1513.75
22,1,169,75,1,2,0,153,44,1301.25
27,0,183,55,3,2,1,356,40,1158.75
26,1,170,92,4,0,0,189,49,1857.5
29,1,172,64,5,0,1,325,77,1575.0
22,0,155,80,3,0,2,346,89,1658.75
19,0,162,61,5,1,0,250,85,1327.5
22,1,172,89,2,0,1,212,42,1860.0
29,1,158,55,2,2,1,368,39,997.5
21,1,166,74,3,0,1,256,75,1677.5
28,1,151,79,5,1,1,398,45,1398.75
24,0,168,85,2,0,0,258,68,1780.0
23,1,168,82,3,0,0,324,81,1760.0
19,1,156,66,5,0,0,113,65,1545.0
29,1,169,87,3,1,1,208,72,1586.25
28,0,158,92,5,2,2,195,48,1367.5
28,0,166,71,2,2,1,294,73,1207.5
22,1,176,81,3,2,2,157,35,1405.0
24,0,151,90,2,0,0,393,70,1723.75
28,0,185,93,3,0,1,253,51,1946.25
24,0,168,79,1,1,1,163,78,1520.0
22,1,166,48,2,2,0,257,33,1012.5
29,1,154,60,2,0,1,364,88,1422.5
26,0,188,60,4,0,2,220,67,1645.0
21,1,167,65,2,0,2,387,85,1593.75
28,1,156,70,5,1,2,110,77,1340.0
20,0,166,80,3,2,1,313,76,1337.5
21,0,188,63,1,1,1,261,86,1500.0
22,1,185,61,5,2,2,204,33,1261.25
23,0,189,89,5,2,1,246,89,1556.25
20,1,153,70,5,0,2,281,16,1561.25
19,1,187,66,5,0,0,136,20,1738.75
21,0,174,72,1,0,2,181,43,1702.5
22,1,154,45,4,0,0,111,55,1307.5
21,1,179,88,2,0,0,103,65,1898.75
28,0,161,80,5,2,0,142,19,1266.25
29,0,153,87,2,0,2,150,55,1681.25
20,0,173,81,2,0,2,360,76,1791.25
25,1,178,46,5,1,1,233,44,1252.5
27,0,158,61,4,1,1,186,76,1262.5
21,0,153,84,2,2,0,155,41,1291.25
19,0,173,82,3,2,2,316,64,1406.25
19,0,163,65,2,1,1,167,66,1373.75
18,1,154,53,5,1,1,143,63,1207.5
21,1,167,57,1,0,1,242,76,1513.75
27,0,168,55,2,0,2,141,74,1465.0
26,1,161,60,4,2,1,238,68,1081.25
28,0,167,60,3,1,0,172,19,1303.75
24,0,166,46,3,2,2,366,23,977.5
29,1,179,86,1,0,1,293,48,1838.75
27,1,173,88,1,2,1,254,50,1431.25
24,0,160,52,2,2,2,345,34,1000.0
24,0,184,87,5,2,1,317,77,1500.0
25,1,172,86,4,0,1,352,81,1815.0
18,0,166,57,3,2,0,376,44,1117.5
27,1,150,61,1,0,2,376,83,1417.5
27,0,164,83,4,1,1,171,84,1520.0
25,0,181,68,5,2,2,228,17,1286.25
21,1,158,47,3,2,2,285,63,957.5
21,1,164,74,3,0,0,112,56,1665.0
21,1,177,57,5,2,0,319,38,1176.25
23,1,173,63,3,0,2,105,58,1601.25
24,1,184,51,5,2,0,338,15,1145.0
23,1,171,53,3,1,0,211,68,1288.75
18,1,176,63,2,1,1,327,66,1445.0
29,0,168,89,5,1,0,116,50,1595.0
25,0,161,84,4,2,0,172,52,1321.25
27,0,169,66,2,2,1,111,58,1181.25
28,1,150,62,4,1,1,185,61,1222.5
24,1,170,67,3,1,2,279,43,1417.5
23,1,150,46,4,0,0,221,65,1287.5
23,0,159,94,2,0,1,303,55,1818.75
22,1,181,94,5,1,0,169,78,1766.25
23,1,188,55,1,1,2,207,62,1415.0
29,0,171,75,4,2,0,300,36,1273.75
26,1,167,77,1,1,0,151,31,1488.75
27,0,181,58,4,0,0,136,19,1576.25
26,0,176,60,4,0,1,216,75,1570.0
27,1,177,55,5,0,1,358,20,1526.25
25,1,167,77,3,0,2,363,67,1693.75
27,1,188,51,2,0,0,163,31,1555.0
26,0,178,75,2,0,2,141,73,1732.5
27,0,167,92,2,1,2,142,53,1628.75
25,0,157,90,3,0,1,224,68,1756.25
25,1,180,91,1,0,0,369,62,1915.0
18,1,183,58,2,0,0,332,51,1638.75
27,1,156,72,1,0,2,231,62,1565.0
28,1,185,87,3,1,0,101,82,1691.25
22,0,167,60,3,2,1,214,41,1133.75
21,0,187,63,5,2,2,100,41,1293.75
19,0,158,61,2,2,2,164,86,1102.5
25,0,158,70,5,2,1,224,77,1162.5
20,1,157,50,2,0,1,355,66,1386.25
21,1,184,87,3,2,1,242,61,1520.0
29,1,167,93,3,2,1,345,35,1433.75
24,0,154,53,4,1,1,215,71,1172.5
27,0,163,94,4,1,1,189,89,1623.75
26,1,177,61,3,1,2,395,56,1391.25
19,1,179,75,3,0,0,141,62,1778.75
20,0,153,56,1,0,0,134,41,1416.25
21,1,188,67,1,0,2,140,86,1745.0
27,0,169,49,5,1,0,223,47,1211.25
18,0,174,87,4,2,0,156,49,1467.5
24,0,177,80,4,1,2,393,30,1586.25
19,1,161,80,3,0,0,334,50,1716.25
22,1,151,47,3,1,0,195,80,1108.75
18,0,163,68,5,2,2,231,70,1208.75
20,1,171,61,4,0,0,275,31,1583.75
29,0,180,83,1,2,1,151,34,1410.0
19,0,172,70,2,2,2,137,22,1280.0
18,0,169,48,5,0,0,104,32,1446.25
24,0,187,89,2,2,0,312,32,1538.75
22,1,153,56,1,1,1,219,32,1211.25
18,0,164,45,1,2,2,308,16,985.0
23,0,173,65,2,2,2,316,86,1216.25
22,1,174,63,5,2,0,123,65,1212.5
20,0,150,65,2,1,1,304,24,1287.5
29,0,156,62,5,2,1,325,89,1050.0
24,1,180,87,5,2,1,317,28,1480.0
28,1,161,47,3,1,1,310,40,1141.25
27,1,154,93,4,0,1,125,61,1762.5
26,0,187,88,4,0,1,351,44,1918.75
26,1,161,76,1,0,2,102,70,1641.25
26,1,188,54,3,2,0,101,56,1190.0
19,0,167,84,4,0,0,191,18,1788.75
20,0,151,59,5,1,1,101,25,1233.75
24,0,159,49,5,2,2,249,38,963.75
22,0,164,48,2,2,2,170,81,995.0
19,0,179,72,2,2,1,103,51,1343.75
20,1,166,48,5,0,0,137,16,1422.5
27,1,153,59,5,0,1,169,26,1416.25
23,1,156,61,2,0,2,300,35,1475.0
24,0,180,88,4,2,1,351,83,1485.0
26,0,188,47,1,1,0,386,85,1315.0
18,0,183,54,2,2,0,391,78,1193.75
28,1,155,91,4,1,2,253,82,1543.75
24,1,187,86,4,2,1,232,57,1513.75
25,0,183,67,4,1,1,173,68,1488.75
29,1,164,62,3,2,2,373,76,1105.0
20,0,163,45,3,2,1,370,87,968.75
21,1,155,79,4,1,2,284,26,1458.75
27,1,186,75,5,1,1,104,15,1582.5
23,1,181,88,3,1,0,392,86,1701.25
27,0,152,45,2,1,2,185,47,1065.0
24,1,152,47,3,1,1,313,78,1105.0
21,1,171,47,5,1,1,114,82,1238.75
25,0,171,81,1,1,1,372,28,1553.75
22,1,159,63,3,1,2,150,28,1318.75
18,0,152,73,4,2,0,352,23,1190.0
21,0,161,69,4,1,1,144,87,1391.25
20,0,178,77,4,1,2,290,40,1582.5
26,0,166,80,1,2,1,221,63,1307.5
25,0,156,73,5,2,0,286,31,1180.0
18,1,162,70,2,0,0,313,82,1627.5
28,0,151,48,5,0,0,248,74,1283.75
23,0,153,93,1,1,2,269,17,1571.25
26,0,159,58,4,1,1,308,39,1243.75
24,0,188,94,5,0,2,181,35,1995.0
21,1,173,71,2,0,1,295,26,1691.25
18,0,166,77,4,1,2,345,68,1517.5
29,1,155,66,2,0,1,139,15,1488.75
19,0,168,92,3,1,2,267,15,1675.0
29,1,154,47,2,2,1,142,59,892.5
